n,margin,constant,svm_error
100,0.013840735616106613,1.0,0.7
100,0.011443984873951665,1.0,0.4
100,0.0059953043504759156,1.0,0.45
100,0.001962362972470769,1.0,0.3
100,0.023127723862254215,1.0,0.45
100,0.006806978615459975,1.0,0.7
100,0.002744149945826799,1.0,0.65
100,0.006454590363979627,1.0,0.8
100,0.016795374306345943,1.0,0.4
100,0.02321925762290887,1.0,0.65
100,0.004548464529055804,1.0,0.3
100,0.021287453264004854,1.0,0.6
100,0.008674336595536134,1.0,0.6
100,0.012003264297731702,1.0,0.65
100,0.0057104895310708444,1.0,0.25
100,0.006720418416077327,1.0,0.55
100,0.0008761156843579607,1.0,0.45
100,0.028224805702553563,1.0,0.4
100,0.01251347604599047,1.0,0.55
100,0.003521661175787112,1.0,0.45
100,0.018434641948637462,1.0,0.55
100,0.003433124741316729,1.0,0.55
100,0.04876331647237023,1.0,0.6
100,0.00806124859448243,1.0,0.7
100,0.004539906558200662,1.0,0.7
100,0.020027383298231925,1.0,0.4
100,0.0007016734781079806,1.0,0.45
100,0.015063522871883598,1.0,0.6
100,0.018148528731084967,1.0,0.65
100,0.011972621591675054,1.0,0.45
100,0.005216524595432356,1.0,0.6
100,0.007541432864375482,1.0,0.45
100,0.007128442760117482,1.0,0.8
100,0.006438939653207742,1.0,0.5
100,0.007999653260597891,1.0,0.5
100,0.0014461258260601902,1.0,0.5
100,0.006426575921733452,1.0,0.6
100,0.009554439365836689,1.0,0.7
100,0.0013757920212703625,1.0,0.55
100,0.009141890663784255,1.0,0.45
100,0.013953291642828457,1.0,0.5
100,0.009949195546454136,1.0,0.55
100,0.0004464358270996797,1.0,0.55
100,0.02585850086541092,1.0,0.4
100,0.008618392568087684,1.0,0.45
100,0.000654569031342013,1.0,0.65
100,0.01925575179744799,1.0,0.4
100,0.015601205162949992,1.0,0.55
100,0.016885126725933928,1.0,0.5
100,0.00866614278860899,1.0,0.45
100,0.005438075056296447,1.0,0.7
100,0.014605296408036744,1.0,0.5
100,0.00788406182074792,1.0,0.6
100,0.018768458832322605,1.0,0.35
100,0.0057173210831358,1.0,0.55
100,0.0007320621004721139,1.0,0.35
100,0.004401603076404764,1.0,0.5
100,0.0008582121622340335,1.0,0.55
100,0.007757153326433501,1.0,0.6
100,0.006897976011808583,1.0,0.6
100,0.013016247932819119,1.0,0.35
100,0.005524901451930407,1.0,0.5
100,0.0015733536148548155,1.0,0.6
100,0.0015161827058604192,1.0,0.55
100,0.00978769243056439,1.0,0.55
100,0.0019801212681683786,1.0,0.45
100,0.003572213922722741,1.0,0.45
100,0.0036706021112247454,1.0,0.55
100,0.004716032266017442,1.0,0.85
100,0.014514640173706487,1.0,0.5
100,0.0022324086642299657,1.0,0.55
100,0.013501011298900129,1.0,0.6
100,0.0005576195024092787,1.0,0.6
100,0.005213831198882254,1.0,0.55
100,0.005171235988590257,1.0,0.6
100,0.02787663620077113,1.0,0.6
100,0.0012413029210078263,1.0,0.75
100,0.000390543583694603,1.0,0.55
100,0.002433700640266951,1.0,0.65
100,0.005129198875886987,1.0,0.65
100,0.00020061069391811835,1.0,0.8
100,0.004089644248842212,1.0,0.55
100,0.004249734477306569,1.0,0.5
100,0.0035710447703173878,1.0,0.45
100,0.005536177478576133,1.0,0.55
100,0.013283111485806798,1.0,0.35
100,0.010491035701561758,1.0,0.6
100,0.0047537180549002585,1.0,0.55
100,0.006177424740905601,1.0,0.7
100,0.002261962266865609,1.0,0.35
100,0.01657396856698138,1.0,0.55
100,0.00745053898420747,1.0,0.35
100,0.010561535636585104,1.0,0.2
100,0.0005514239635778862,1.0,0.4
100,0.0023723740966667315,1.0,0.6
100,0.02310354112891557,1.0,0.65
100,0.010665095047231876,1.0,0.45
100,0.007145892561992826,1.0,0.7
100,0.008843890084545456,1.0,0.4
100,0.018583638365600053,1.0,0.5
100,0.013840735616106613,1.0,0.65
100,0.011443984873951665,1.0,0.6
100,0.0059953043504759156,1.0,0.55
100,0.001962362972470769,1.0,0.65
100,0.023127723862254215,1.0,0.5
100,0.006806978615459975,1.0,0.7
100,0.002744149945826799,1.0,0.45
100,0.006454590363979627,1.0,0.55
100,0.016795374306345943,1.0,0.5
100,0.02321925762290887,1.0,0.65
100,0.004548464529055804,1.0,0.5
100,0.021287453264004854,1.0,0.6
100,0.008674336595536134,1.0,0.75
100,0.012003264297731702,1.0,0.3
100,0.0057104895310708444,1.0,0.55
100,0.006720418416077327,1.0,0.7
100,0.0008761156843579607,1.0,0.6
100,0.028224805702553563,1.0,0.35
100,0.01251347604599047,1.0,0.35
100,0.003521661175787112,1.0,0.55
100,0.018434641948637462,1.0,0.4
100,0.003433124741316729,1.0,0.2
100,0.04876331647237023,1.0,0.55
100,0.00806124859448243,1.0,0.55
100,0.004539906558200662,1.0,0.55
100,0.020027383298231925,1.0,0.45
100,0.0007016734781079806,1.0,0.4
100,0.015063522871883598,1.0,0.45
100,0.018148528731084967,1.0,0.65
100,0.011972621591675054,1.0,0.5
100,0.005216524595432356,1.0,0.5
100,0.007541432864375482,1.0,0.6
100,0.007128442760117482,1.0,0.6
100,0.006438939653207742,1.0,0.35
100,0.007999653260597891,1.0,0.5
100,0.0014461258260601902,1.0,0.55
100,0.006426575921733452,1.0,0.4
100,0.009554439365836689,1.0,0.7
100,0.0013757920212703625,1.0,0.4
100,0.009141890663784255,1.0,0.65
100,0.013953291642828457,1.0,0.65
100,0.009949195546454136,1.0,0.35
100,0.0004464358270996797,1.0,0.65
100,0.02585850086541092,1.0,0.55
100,0.008618392568087684,1.0,0.35
100,0.000654569031342013,1.0,0.55
100,0.01925575179744799,1.0,0.35
100,0.015601205162949992,1.0,0.55
100,0.016885126725933928,1.0,0.4
100,0.00866614278860899,1.0,0.65
100,0.005438075056296447,1.0,0.65
100,0.014605296408036744,1.0,0.5
100,0.00788406182074792,1.0,0.65
100,0.018768458832322605,1.0,0.45
100,0.0057173210831358,1.0,0.65
100,0.0007320621004721139,1.0,0.4
100,0.004401603076404764,1.0,0.5
100,0.0008582121622340335,1.0,0.5
100,0.007757153326433501,1.0,0.4
100,0.006897976011808583,1.0,0.6
100,0.013016247932819119,1.0,0.5
100,0.005524901451930407,1.0,0.65
100,0.0015733536148548155,1.0,0.55
100,0.0015161827058604192,1.0,0.55
100,0.00978769243056439,1.0,0.6
100,0.0019801212681683786,1.0,0.7
100,0.003572213922722741,1.0,0.4
100,0.0036706021112247454,1.0,0.55
100,0.004716032266017442,1.0,0.7
100,0.014514640173706487,1.0,0.4
100,0.0022324086642299657,1.0,0.75
100,0.013501011298900129,1.0,0.5
100,0.0005576195024092787,1.0,0.5
100,0.005213831198882254,1.0,0.7
100,0.005171235988590257,1.0,0.6
100,0.02787663620077113,1.0,0.6
100,0.0012413029210078263,1.0,0.45
100,0.000390543583694603,1.0,0.65
100,0.002433700640266951,1.0,0.55
100,0.005129198875886987,1.0,0.5
100,0.00020061069391811835,1.0,0.7
100,0.004089644248842212,1.0,0.7
100,0.004249734477306569,1.0,0.3
100,0.0035710447703173878,1.0,0.45
100,0.005536177478576133,1.0,0.7
100,0.013283111485806798,1.0,0.55
100,0.010491035701561758,1.0,0.4
100,0.0047537180549002585,1.0,0.5
100,0.006177424740905601,1.0,0.6
100,0.002261962266865609,1.0,0.55
100,0.01657396856698138,1.0,0.5
100,0.00745053898420747,1.0,0.35
100,0.010561535636585104,1.0,0.55
100,0.0005514239635778862,1.0,0.45
100,0.0023723740966667315,1.0,0.55
100,0.02310354112891557,1.0,0.35
100,0.010665095047231876,1.0,0.6
100,0.007145892561992826,1.0,0.6
100,0.008843890084545456,1.0,0.65
100,0.018583638365600053,1.0,0.4
100,0.013840735616106613,1.0,0.55
100,0.011443984873951665,1.0,0.5
100,0.0059953043504759156,1.0,0.7
100,0.001962362972470769,1.0,0.65
100,0.023127723862254215,1.0,0.5
100,0.006806978615459975,1.0,0.7
100,0.002744149945826799,1.0,0.75
100,0.006454590363979627,1.0,0.6
100,0.016795374306345943,1.0,0.5
100,0.02321925762290887,1.0,0.5
100,0.004548464529055804,1.0,0.55
100,0.021287453264004854,1.0,0.45
100,0.008674336595536134,1.0,0.65
100,0.012003264297731702,1.0,0.75
100,0.0057104895310708444,1.0,0.35
100,0.006720418416077327,1.0,0.6
100,0.0008761156843579607,1.0,0.6
100,0.028224805702553563,1.0,0.4
100,0.01251347604599047,1.0,0.5
100,0.003521661175787112,1.0,0.5
100,0.018434641948637462,1.0,0.7
100,0.003433124741316729,1.0,0.5
100,0.04876331647237023,1.0,0.8
100,0.00806124859448243,1.0,0.65
100,0.004539906558200662,1.0,0.2
100,0.020027383298231925,1.0,0.6
100,0.0007016734781079806,1.0,0.5
100,0.015063522871883598,1.0,0.55
100,0.018148528731084967,1.0,0.65
100,0.011972621591675054,1.0,0.5
100,0.005216524595432356,1.0,0.35
100,0.010232080852041326,1.0,0.5
100,0.013032960083767281,1.0,0.55
100,0.007817783192676495,1.0,0.6
100,0.0013137228645598107,1.0,0.35
100,0.001679510705620659,1.0,0.5
100,0.00039020248125907315,1.0,0.5
100,0.0047461308795156264,1.0,0.4
100,0.0008559749952291055,1.0,0.7
100,0.004263739548733295,1.0,0.6
100,0.018133848897832906,1.0,0.7
100,0.001462889325599489,1.0,0.5
100,0.0049251404479311945,1.0,0.6
100,0.010384669203840645,1.0,0.6
100,0.004233015990866581,1.0,0.45
100,0.023758246642529877,1.0,0.6
100,0.015475443600658919,1.0,0.6
100,0.0019904261688945143,1.0,0.65
100,0.02267810227175336,1.0,0.6
100,0.009876011217444221,1.0,0.55
100,0.012871155891726651,1.0,0.75
100,0.0014337695727420724,1.0,0.6
100,0.006925294502901851,1.0,0.55
100,0.002098189828930428,1.0,0.4
100,0.020837558876151473,1.0,0.65
100,0.02814864042365907,1.0,0.45
100,0.0030880223488451088,1.0,0.5
100,0.008134875719335036,1.0,0.6
100,0.009270816125225576,1.0,0.55
100,0.01109918513160347,1.0,0.7
100,0.02102611001402732,1.0,0.5
100,0.011277864660608362,1.0,0.5
100,0.004687753425515758,1.0,0.65
100,0.010111616368034435,1.0,0.6
100,0.017817574821827387,1.0,0.6
100,0.0003498654566669778,1.0,0.5
100,0.0038332750233487415,1.0,0.7
100,0.0021139800454837393,1.0,0.5
100,0.015178549728258831,1.0,0.35
100,0.0019416604231146232,1.0,0.6
100,0.0013364662682393237,1.0,0.6
100,0.006645809271303996,1.0,0.6
100,0.002822270258802169,1.0,0.4
100,0.0016331070932892402,1.0,0.6
100,0.00488310302409637,1.0,0.5
100,0.006875370167426076,1.0,0.45
100,0.005649296823487113,1.0,0.45
100,0.001013204915349708,1.0,0.45
100,0.0015118916039564578,1.0,0.55
100,0.005450502181082021,1.0,0.55
100,0.004378729626985439,1.0,0.6
100,0.012058344668848036,1.0,0.65
100,0.004017857154695033,1.0,0.65
100,0.01367323711142634,1.0,0.6
100,0.00610154873395883,1.0,0.55
100,0.00660808967042817,1.0,0.5
100,0.0012894144695807404,1.0,0.5
100,0.00012398528881845492,1.0,0.55
100,0.015694487721998947,1.0,0.4
100,0.021701385982066487,1.0,0.65
100,0.005518886713701661,1.0,0.6
100,0.010486806172908262,1.0,0.6
100,0.014187015124691296,1.0,0.55
100,0.002452165280046812,1.0,0.9
100,0.0021292356511178638,1.0,0.7
100,0.017758892401778106,1.0,0.5
100,0.017840922479732613,1.0,0.45
100,0.0019176835508858462,1.0,0.45
100,0.010052543748638369,1.0,0.55
100,0.0033827947634521606,1.0,0.6
100,0.011544032281086658,1.0,0.45
100,0.005508462694082445,1.0,0.4
100,0.00462736024230634,1.0,0.45
100,0.004455595541521281,1.0,0.55
100,0.006698051303700941,1.0,0.65
100,0.0013254260413763286,1.0,0.3
100,0.007650021183836279,1.0,0.6
100,0.039636934709492706,1.0,0.55
100,0.00035738914197008874,1.0,0.55
100,0.0051435194703841735,1.0,0.55
100,0.0007394914506430599,1.0,0.4
100,0.0014060102244104638,1.0,0.6
100,0.002203333828894244,1.0,0.5
100,0.0013680365594124387,1.0,0.5
100,0.005875426033317241,1.0,0.6
100,0.012842898221836839,1.0,0.5
100,0.03718859435844305,1.0,0.8
100,0.0025720452708043635,1.0,0.6
100,0.011808000039709993,1.0,0.75
100,0.003674765670423976,1.0,0.55
100,0.004582661541586203,1.0,0.55
100,0.008010778122006465,1.0,0.55
100,0.0003961613954583788,1.0,0.55
100,0.008721086417131096,1.0,0.55
100,0.0008616937578617302,1.0,0.55
100,0.0110629318254141,1.0,0.4
100,0.0030336033621491776,1.0,0.7
100,0.030805361084653832,1.0,0.7
100,0.014602942275159632,1.0,0.7
100,0.005959487944252735,1.0,0.7
100,0.0020424640318438304,1.0,0.6
100,0.010232080852041326,1.0,0.65
100,0.013032960083767281,1.0,0.55
100,0.007817783192676495,1.0,0.55
100,0.0013137228645598107,1.0,0.35
100,0.001679510705620659,1.0,0.5
100,0.00039020248125907315,1.0,0.5
100,0.0047461308795156264,1.0,0.6
100,0.0008559749952291055,1.0,0.35
100,0.004263739548733295,1.0,0.35
100,0.018133848897832906,1.0,0.75
100,0.001462889325599489,1.0,0.4
100,0.0049251404479311945,1.0,0.4
100,0.010384669203840645,1.0,0.45
100,0.004233015990866581,1.0,0.65
100,0.023758246642529877,1.0,0.4
100,0.015475443600658919,1.0,0.65
100,0.0019904261688945143,1.0,0.6
100,0.02267810227175336,1.0,0.55
100,0.009876011217444221,1.0,0.6
100,0.012871155891726651,1.0,0.55
100,0.0014337695727420724,1.0,0.6
100,0.006925294502901851,1.0,0.35
100,0.002098189828930428,1.0,0.6
100,0.020837558876151473,1.0,0.5
100,0.02814864042365907,1.0,0.5
100,0.0030880223488451088,1.0,0.4
100,0.008134875719335036,1.0,0.5
100,0.009270816125225576,1.0,0.2
100,0.01109918513160347,1.0,0.65
100,0.02102611001402732,1.0,0.7
100,0.011277864660608362,1.0,0.35
100,0.004687753425515758,1.0,0.6
100,0.010111616368034435,1.0,0.45
100,0.017817574821827387,1.0,0.55
100,0.0003498654566669778,1.0,0.65
100,0.0038332750233487415,1.0,0.75
100,0.0021139800454837393,1.0,0.55
100,0.015178549728258831,1.0,0.4
100,0.0019416604231146232,1.0,0.3
100,0.0013364662682393237,1.0,0.6
100,0.006645809271303996,1.0,0.6
100,0.002822270258802169,1.0,0.55
100,0.0016331070932892402,1.0,0.55
100,0.00488310302409637,1.0,0.6
100,0.006875370167426076,1.0,0.5
100,0.005649296823487113,1.0,0.7
100,0.001013204915349708,1.0,0.55
100,0.0015118916039564578,1.0,0.45
100,0.005450502181082021,1.0,0.6
100,0.004378729626985439,1.0,0.5
100,0.012058344668848036,1.0,0.65
100,0.004017857154695033,1.0,0.55
100,0.01367323711142634,1.0,0.5
100,0.00610154873395883,1.0,0.4
100,0.00660808967042817,1.0,0.55
100,0.0012894144695807404,1.0,0.35
100,0.00012398528881845492,1.0,0.65
100,0.015694487721998947,1.0,0.6
100,0.021701385982066487,1.0,0.8
100,0.005518886713701661,1.0,0.5
100,0.010486806172908262,1.0,0.65
100,0.014187015124691296,1.0,0.65
100,0.002452165280046812,1.0,0.5
100,0.0021292356511178638,1.0,0.35
100,0.017758892401778106,1.0,0.55
100,0.017840922479732613,1.0,0.8
100,0.0019176835508858462,1.0,0.7
100,0.010052543748638369,1.0,0.45
100,0.0033827947634521606,1.0,0.45
100,0.011544032281086658,1.0,0.75
100,0.005508462694082445,1.0,0.65
100,0.00462736024230634,1.0,0.5
100,0.004455595541521281,1.0,0.7
100,0.006698051303700941,1.0,0.5
100,0.0013254260413763286,1.0,0.7
100,0.007650021183836279,1.0,0.45
100,0.039636934709492706,1.0,0.55
100,0.00035738914197008874,1.0,0.6
100,0.0051435194703841735,1.0,0.4
100,0.0007394914506430599,1.0,0.45
100,0.0014060102244104638,1.0,0.65
100,0.002203333828894244,1.0,0.55
100,0.0013680365594124387,1.0,0.6
100,0.005875426033317241,1.0,0.75
100,0.012842898221836839,1.0,0.65
100,0.03718859435844305,1.0,0.5
100,0.0025720452708043635,1.0,0.5
100,0.011808000039709993,1.0,0.45
100,0.003674765670423976,1.0,0.45
100,0.004582661541586203,1.0,0.55
100,0.008010778122006465,1.0,0.6
100,0.0003961613954583788,1.0,0.55
100,0.008721086417131096,1.0,0.55
100,0.0008616937578617302,1.0,0.6
100,0.0110629318254141,1.0,0.45
100,0.0030336033621491776,1.0,0.8
100,0.030805361084653832,1.0,0.55
100,0.014602942275159632,1.0,0.4
100,0.005959487944252735,1.0,0.6
100,0.0020424640318438304,1.0,0.4
100,0.010232080852041326,1.0,0.65
100,0.013032960083767281,1.0,0.7
100,0.007817783192676495,1.0,0.35
100,0.0013137228645598107,1.0,0.45
100,0.001679510705620659,1.0,0.55
100,0.00039020248125907315,1.0,0.4
100,0.0047461308795156264,1.0,0.4
100,0.0008559749952291055,1.0,0.7
100,0.004263739548733295,1.0,0.55
100,0.018133848897832906,1.0,0.45
100,0.001462889325599489,1.0,0.45
100,0.0049251404479311945,1.0,0.45
100,0.010384669203840645,1.0,0.7
100,0.004233015990866581,1.0,0.6
100,0.023758246642529877,1.0,0.8
100,0.015475443600658919,1.0,0.45
100,0.0019904261688945143,1.0,0.5
100,0.02267810227175336,1.0,0.6
100,0.009876011217444221,1.0,0.55
100,0.012871155891726651,1.0,0.7
100,0.0014337695727420724,1.0,0.6
100,0.006925294502901851,1.0,0.6
100,0.002098189828930428,1.0,0.4
100,0.020837558876151473,1.0,0.55
100,0.02814864042365907,1.0,0.45
100,0.0030880223488451088,1.0,0.8
100,0.008134875719335036,1.0,0.6
100,0.009270816125225576,1.0,0.7
100,0.01109918513160347,1.0,0.4
100,0.02102611001402732,1.0,0.7
100,0.011277864660608362,1.0,0.5
100,0.004687753425515758,1.0,0.7
100,0.010111616368034435,1.0,0.6
100,0.017817574821827387,1.0,0.45
100,0.0003498654566669778,1.0,0.5
100,0.0038332750233487415,1.0,0.6
100,0.0021139800454837393,1.0,0.6
100,0.015178549728258831,1.0,0.55
100,0.0019416604231146232,1.0,0.3
100,0.0013364662682393237,1.0,0.75
100,0.006645809271303996,1.0,0.65
100,0.002822270258802169,1.0,0.8
100,0.0016331070932892402,1.0,0.5
100,0.00488310302409637,1.0,0.6
100,0.006875370167426076,1.0,0.5
100,0.005649296823487113,1.0,0.75
100,0.001013204915349708,1.0,0.65
100,0.0015118916039564578,1.0,0.55
100,0.005450502181082021,1.0,0.8
100,0.004378729626985439,1.0,0.6
100,0.012058344668848036,1.0,0.6
100,0.004017857154695033,1.0,0.7
100,0.01367323711142634,1.0,0.4
100,0.00610154873395883,1.0,0.55
100,0.00660808967042817,1.0,0.45
100,0.0012894144695807404,1.0,0.55
100,0.00012398528881845492,1.0,0.55
100,0.015694487721998947,1.0,0.6
100,0.021701385982066487,1.0,0.65
100,0.005518886713701661,1.0,0.6
100,0.010486806172908262,1.0,0.6
100,0.014187015124691296,1.0,0.4
100,0.002452165280046812,1.0,0.6
100,0.0021292356511178638,1.0,0.5
100,0.017758892401778106,1.0,0.55
100,0.017840922479732613,1.0,0.65
100,0.0019176835508858462,1.0,0.4
100,0.010052543748638369,1.0,0.5
100,0.0033827947634521606,1.0,0.6
100,0.011544032281086658,1.0,0.75
100,0.005508462694082445,1.0,0.5
100,0.00462736024230634,1.0,0.55
100,0.004455595541521281,1.0,0.55
100,0.006698051303700941,1.0,0.4
100,0.0013254260413763286,1.0,0.35
100,0.007650021183836279,1.0,0.55
100,0.039636934709492706,1.0,0.45
100,0.00035738914197008874,1.0,0.55
100,0.0051435194703841735,1.0,0.5
100,0.0007394914506430599,1.0,0.75
100,0.0014060102244104638,1.0,0.5
100,0.002203333828894244,1.0,0.7
100,0.0013680365594124387,1.0,0.4
100,0.005875426033317241,1.0,0.55
100,0.012842898221836839,1.0,0.6
100,0.03718859435844305,1.0,0.55
100,0.0025720452708043635,1.0,0.25
100,0.011808000039709993,1.0,0.45
100,0.003674765670423976,1.0,0.6
100,0.004582661541586203,1.0,0.8
100,0.008010778122006465,1.0,0.7
100,0.0003961613954583788,1.0,0.45
100,0.008721086417131096,1.0,0.6
100,0.0008616937578617302,1.0,0.55
100,0.0110629318254141,1.0,0.7
100,0.0030336033621491776,1.0,0.5
100,0.030805361084653832,1.0,0.5
100,0.014602942275159632,1.0,0.65
100,0.005959487944252735,1.0,0.7
100,0.0020424640318438304,1.0,0.45
100,0.045022593876081186,1.0,0.5
100,0.015402125655876444,1.0,0.55
100,0.003495667046099204,1.0,0.25
100,0.0009589348430442511,1.0,0.6
100,0.017084994196352753,1.0,0.4
100,0.012279318261784113,1.0,0.55
100,0.006021866356267656,1.0,0.45
100,0.002539539966178636,1.0,0.2
100,0.0004435945343685857,1.0,0.45
100,0.0004470839166783783,1.0,0.35
100,0.003248871394588698,1.0,0.4
100,0.03576585880710021,1.0,0.55
100,0.004836604015031185,1.0,0.5
100,0.000958650806521935,1.0,0.7
100,0.0506541414001659,1.0,0.7
100,0.009479892365914894,1.0,0.4
100,0.00553044461977493,1.0,0.55
100,0.0061416197392382835,1.0,0.65
100,0.006216666694932752,1.0,0.6
100,0.002971632535020163,1.0,0.5
100,0.026831691686893606,1.0,0.35
100,0.012207422548227428,1.0,0.75
100,0.008888569637980164,1.0,0.25
100,0.020080817506124622,1.0,0.35
100,0.014779614939264428,1.0,0.75
100,0.005476935184175804,1.0,0.6
100,0.015138978845526419,1.0,0.65
100,0.006416715009877611,1.0,0.4
100,0.014314496562418691,1.0,0.45
100,0.04872591753500377,1.0,0.55
100,0.001454033089891976,1.0,0.45
100,0.0037868526596077454,1.0,0.55
100,0.0018029709254471242,1.0,0.6
100,0.010984887846469508,1.0,0.6
100,0.0002198442435896243,1.0,0.55
100,0.0023862795279955013,1.0,0.55
100,0.010659393421752525,1.0,0.55
100,0.0046875752591925305,1.0,0.45
100,0.00042713307198556037,1.0,0.45
100,8.972121258292311e-05,1.0,0.5
100,0.004716303851700542,1.0,0.55
100,0.0030222445500735534,1.0,0.6
100,0.0015885291081235869,1.0,0.55
100,0.0021697671409894614,1.0,0.4
100,0.0018120513463233984,1.0,0.8
100,0.0019714882269155866,1.0,0.55
100,0.003968459815161165,1.0,0.6
100,0.002479993012762194,1.0,0.5
100,0.031302750545454595,1.0,0.55
100,0.002096703891274273,1.0,0.55
100,0.023395324531759614,1.0,0.3
100,0.005167030348692807,1.0,0.45
100,0.03231488106165786,1.0,0.55
100,0.006525536785781215,1.0,0.6
100,0.00013723828442494503,1.0,0.55
100,0.00030885651803269496,1.0,0.35
100,0.018604328428304725,1.0,0.5
100,0.010769284738894937,1.0,0.55
100,0.01137731841248391,1.0,0.35
100,0.003513178539979489,1.0,0.6
100,0.011631509197154541,1.0,0.15
100,0.0015635700707321667,1.0,0.6
100,0.021487199938591984,1.0,0.4
100,0.0025771004249825835,1.0,0.5
100,0.009297428376804034,1.0,0.6
100,0.00898210449650972,1.0,0.65
100,0.007736948277324654,1.0,0.5
100,0.00032673287640127245,1.0,0.5
100,0.03593153454230605,1.0,0.65
100,0.00010707000183623326,1.0,0.7
100,0.012078433258990958,1.0,0.5
100,0.006458794076909673,1.0,0.55
100,0.009785307198746292,1.0,0.55
100,0.004350706123140774,1.0,0.7
100,0.0022985881922055326,1.0,0.6
100,0.0006525305164475506,1.0,0.35
100,0.005607386315330602,1.0,0.7
100,0.009125601199870765,1.0,0.8
100,0.000665720774065155,1.0,0.65
100,0.0012633254981045308,1.0,0.45
100,0.006723907187965112,1.0,0.5
100,0.0023604627739478323,1.0,0.75
100,0.0031791335888257393,1.0,0.45
100,0.005328849033031315,1.0,0.7
100,0.00042673647730216604,1.0,0.45
100,0.01337063630097682,1.0,0.6
100,0.0023148714046625687,1.0,0.55
100,0.010669426446608293,1.0,0.6
100,6.718882795246232e-05,1.0,0.6
100,0.012426914969746466,1.0,0.65
100,0.004190626990974841,1.0,0.8
100,0.0005637740459440399,1.0,0.6
100,0.0008647285237740491,1.0,0.55
100,0.0007099280143203931,1.0,0.65
100,0.004211620992851882,1.0,0.4
100,0.001948540621024661,1.0,0.55
100,0.004531245568058869,1.0,0.5
100,0.010800913668240462,1.0,0.55
100,0.006920321537792923,1.0,0.7
100,0.0019311229004848657,1.0,0.4
100,0.045022593876081186,1.0,0.45
100,0.015402125655876444,1.0,0.6
100,0.003495667046099204,1.0,0.7
100,0.0009589348430442511,1.0,0.45
100,0.017084994196352753,1.0,0.55
100,0.012279318261784113,1.0,0.55
100,0.006021866356267656,1.0,0.5
100,0.002539539966178636,1.0,0.55
100,0.0004435945343685857,1.0,0.5
100,0.0004470839166783783,1.0,0.45
100,0.003248871394588698,1.0,0.35
100,0.03576585880710021,1.0,0.5
100,0.004836604015031185,1.0,0.45
100,0.000958650806521935,1.0,0.6
100,0.0506541414001659,1.0,0.35
100,0.009479892365914894,1.0,0.45
100,0.00553044461977493,1.0,0.55
100,0.0061416197392382835,1.0,0.55
100,0.006216666694932752,1.0,0.6
100,0.002971632535020163,1.0,0.55
100,0.026831691686893606,1.0,0.7
100,0.012207422548227428,1.0,0.7
100,0.008888569637980164,1.0,0.3
100,0.020080817506124622,1.0,0.6
100,0.014779614939264428,1.0,0.65
