n,margin,constant,svm_error
100,0.1,1,0.75
100,0.1,1,0.45
100,0.1,1,0.55
100,0.1,1,0.2
100,0.1,1,0.55
100,0.1,1,0.65
100,0.1,1,0.5
100,0.1,1,0.4
100,0.1,1,0.55
100,0.1,1,0.45
100,0.1,1,0.4
100,0.1,1,0.5
100,0.1,1,0.55
100,0.1,1,0.6
100,0.1,1,0.65
100,0.1,1,0.3
100,0.1,1,0.4
100,0.1,1,0.4
100,0.1,1,0.65
100,0.1,1,0.5
100,0.1,1,0.15
100,0.1,1,0.3
100,0.1,1,0.45
100,0.1,1,0.3
100,0.1,1,0.4
100,0.1,1,0.6
100,0.1,1,0.45
100,0.1,1,0.55
100,0.1,1,0.45
100,0.1,1,0.65
100,0.1,1,0.7
100,0.1,1,0.4
100,0.1,1,0.25
100,0.1,1,0.65
100,0.1,1,0.5
100,0.1,1,0.45
100,0.1,1,0.55
100,0.1,1,0.4
100,0.1,1,0.45
100,0.1,1,0.6
100,0.1,1,0.35
100,0.1,1,0.55
100,0.1,1,0.45
100,0.1,1,0.4
100,0.1,1,0.5
100,0.1,1,0.65
100,0.1,1,0.45
100,0.1,1,0.4
100,0.1,1,0.6
100,0.1,1,0.5
100,0.1,1,0.45
100,0.1,1,0.45
100,0.2,1,0.7
100,0.2,1,0.65
100,0.2,1,0.6
100,0.2,1,0.55
100,0.2,1,0.4
100,0.2,1,0.35
100,0.2,1,0.6
100,0.2,1,0.7
100,0.2,1,0.55
100,0.2,1,0.65
100,0.2,1,0.6
100,0.2,1,0.55
100,0.2,1,0.25
100,0.2,1,0.5
100,0.2,1,0.65
100,0.2,1,0.55
100,0.2,1,0.7
100,0.2,1,0.85
100,0.2,1,0.7
100,0.2,1,0.65
100,0.2,1,0.5
100,0.2,1,0.5
100,0.2,1,0.75
100,0.2,1,0.55
100,0.2,1,0.5
100,0.2,1,0.6
100,0.2,1,0.55
100,0.2,1,0.7
100,0.2,1,0.5
100,0.2,1,0.4
100,0.2,1,0.45
100,0.2,1,0.6
100,0.2,1,0.55
100,0.2,1,0.55
100,0.2,1,0.6
100,0.2,1,0.7
100,0.2,1,0.65
100,0.2,1,0.55
100,0.2,1,0.65
100,0.2,1,0.45
100,0.2,1,0.4
100,0.2,1,0.55
100,0.2,1,0.5
100,0.2,1,0.5
100,0.2,1,0.55
100,0.2,1,0.6
100,0.2,1,0.4
100,0.2,1,0.4
100,0.2,1,0.55
100,0.2,1,0.55
100,0.2,1,0.6
100,0.2,1,0.3
100,0.2,1,0.4
100,0.2,1,0.65
100,0.2,1,0.55
100,0.2,1,0.5
100,0.2,1,0.5
100,0.2,1,0.65
100,0.2,1,0.55
100,0.2,1,0.55
100,0.2,1,0.55
100,0.2,1,0.4
100,0.2,1,0.55
100,0.2,1,0.6
100,0.2,1,0.6
100,0.2,1,0.5
100,0.2,1,0.45
100,0.2,1,0.6
100,0.2,1,0.6
100,0.2,1,0.35
100,0.2,1,0.6
100,0.2,1,0.65
100,0.2,1,0.45
100,0.2,1,0.35
100,0.2,1,0.45
100,0.2,1,0.65
100,0.2,1,0.55
100,0.2,1,0.65
100,0.2,1,0.7
100,0.2,1,0.55
100,0.2,1,0.5
100,0.2,1,0.75
100,0.2,1,0.65
100,0.2,1,0.7
100,0.2,1,0.55
100,0.2,1,0.5
100,0.2,1,0.5
100,0.2,1,0.45
100,0.2,1,0.75
100,0.2,1,0.4
100,0.2,1,0.25
100,0.2,1,0.45
100,0.2,1,0.45
100,0.2,1,0.5
100,0.2,1,0.35
100,0.2,1,0.65
100,0.2,1,0.5
100,0.2,1,0.65
100,0.2,1,0.3
100,0.2,1,0.5
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.5
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.75
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.7
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.75
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.4
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.8
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.7
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.5
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.4
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.35
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.35
100,0.30000000000000004,1,0.5
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.4
100,0.30000000000000004,1,0.5
100,0.30000000000000004,1,0.7
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.7
100,0.30000000000000004,1,0.35
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.8
100,0.30000000000000004,1,0.7
100,0.30000000000000004,1,0.35
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.5
100,0.30000000000000004,1,0.35
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.75
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.4
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.7
100,0.30000000000000004,1,0.3
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.5
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.7
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.35
100,0.30000000000000004,1,0.75
100,0.30000000000000004,1,0.4
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.7
100,0.30000000000000004,1,0.45
100,0.30000000000000004,1,0.3
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.4
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.55
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.5
100,0.30000000000000004,1,0.6
100,0.30000000000000004,1,0.8
100,0.30000000000000004,1,0.65
100,0.30000000000000004,1,0.55
100,0.4,1,0.35
100,0.4,1,0.3
100,0.4,1,0.45
100,0.4,1,0.3
100,0.4,1,0.4
100,0.4,1,0.3
100,0.4,1,0.55
100,0.4,1,0.55
100,0.4,1,0.6
100,0.4,1,0.5
100,0.4,1,0.5
100,0.4,1,0.55
100,0.4,1,0.5
100,0.4,1,0.45
100,0.4,1,0.55
100,0.4,1,0.45
100,0.4,1,0.55
100,0.4,1,0.7
100,0.4,1,0.45
100,0.4,1,0.75
100,0.4,1,0.65
100,0.4,1,0.65
100,0.4,1,0.45
100,0.4,1,0.5
100,0.4,1,0.75
100,0.4,1,0.5
100,0.4,1,0.35
100,0.4,1,0.5
100,0.4,1,0.35
100,0.4,1,0.45
100,0.4,1,0.5
100,0.4,1,0.8
100,0.4,1,0.4
100,0.4,1,0.35
100,0.4,1,0.45
100,0.4,1,0.5
100,0.4,1,0.55
100,0.4,1,0.4
100,0.4,1,0.7
100,0.4,1,0.5
100,0.4,1,0.5
100,0.4,1,0.4
100,0.4,1,0.35
100,0.4,1,0.75
100,0.4,1,0.4
100,0.4,1,0.4
100,0.4,1,0.6
100,0.4,1,0.45
100,0.4,1,0.6
100,0.4,1,0.6
100,0.4,1,0.3
100,0.4,1,0.55
100,0.4,1,0.45
100,0.4,1,0.7
100,0.4,1,0.5
100,0.4,1,0.65
100,0.4,1,0.3
100,0.4,1,0.5
100,0.4,1,0.5
100,0.4,1,0.55
100,0.4,1,0.55
100,0.4,1,0.6
100,0.4,1,0.55
100,0.4,1,0.45
100,0.4,1,0.5
100,0.4,1,0.4
100,0.4,1,0.45
100,0.4,1,0.5
100,0.4,1,0.5
100,0.4,1,0.6
100,0.4,1,0.4
100,0.4,1,0.7
100,0.4,1,0.55
100,0.4,1,0.55
100,0.4,1,0.55
100,0.4,1,0.5
100,0.4,1,0.5
100,0.4,1,0.8
100,0.4,1,0.6
100,0.4,1,0.7
100,0.4,1,0.45
100,0.4,1,0.6
100,0.4,1,0.6
100,0.4,1,0.35
100,0.4,1,0.45
100,0.4,1,0.5
100,0.4,1,0.75
100,0.4,1,0.45
100,0.4,1,0.5
100,0.4,1,0.55
100,0.4,1,0.6
100,0.4,1,0.45
100,0.4,1,0.8
100,0.4,1,0.35
100,0.4,1,0.5
100,0.4,1,0.5
100,0.4,1,0.4
100,0.4,1,0.4
100,0.4,1,0.45
100,0.4,1,0.5
100,0.5,1,0.75
100,0.5,1,0.7
100,0.5,1,0.45
100,0.5,1,0.5
100,0.5,1,0.7
100,0.5,1,0.6
100,0.5,1,0.45
100,0.5,1,0.55
100,0.5,1,0.5
100,0.5,1,0.45
100,0.5,1,0.6
100,0.5,1,0.7
100,0.5,1,0.55
100,0.5,1,0.5
100,0.5,1,0.6
100,0.5,1,0.55
100,0.5,1,0.4
100,0.5,1,0.65
100,0.5,1,0.5
100,0.5,1,0.3
100,0.5,1,0.65
100,0.5,1,0.5
100,0.5,1,0.65
100,0.5,1,0.75
100,0.5,1,0.35
100,0.5,1,0.8
100,0.5,1,0.45
100,0.5,1,0.65
100,0.5,1,0.55
100,0.5,1,0.6
100,0.5,1,0.45
100,0.5,1,0.65
100,0.5,1,0.65
100,0.5,1,0.45
100,0.5,1,0.75
100,0.5,1,0.65
100,0.5,1,0.5
100,0.5,1,0.5
100,0.5,1,0.65
100,0.5,1,0.65
100,0.5,1,0.55
100,0.5,1,0.6
100,0.5,1,0.55
100,0.5,1,0.45
100,0.5,1,0.4
100,0.5,1,0.55
100,0.5,1,0.7
100,0.5,1,0.6
100,0.5,1,0.4
100,0.5,1,0.45
100,0.5,1,0.45
100,0.5,1,0.5
100,0.5,1,0.65
100,0.5,1,0.5
100,0.5,1,0.55
100,0.5,1,0.5
100,0.5,1,0.6
100,0.5,1,0.5
100,0.5,1,0.45
100,0.5,1,0.6
100,0.5,1,0.5
100,0.5,1,0.6
100,0.5,1,0.6
100,0.5,1,0.7
100,0.5,1,0.6
100,0.5,1,0.55
100,0.5,1,0.55
100,0.5,1,0.7
100,0.5,1,0.65
100,0.5,1,0.45
100,0.5,1,0.55
100,0.5,1,0.45
100,0.5,1,0.3
100,0.5,1,0.5
100,0.5,1,0.65
100,0.5,1,0.55
100,0.5,1,0.6
100,0.5,1,0.5
100,0.5,1,0.8
100,0.5,1,0.3
100,0.5,1,0.5
100,0.5,1,0.65
100,0.5,1,0.25
100,0.5,1,0.35
100,0.5,1,0.55
100,0.5,1,0.6
100,0.5,1,0.6
100,0.5,1,0.5
100,0.5,1,0.5
100,0.5,1,0.65
100,0.5,1,0.75
100,0.5,1,0.6
100,0.5,1,0.4
100,0.5,1,0.45
100,0.5,1,0.5
100,0.5,1,0.45
100,0.5,1,0.45
100,0.5,1,0.55
100,0.5,1,0.75
100,0.5,1,0.65
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.4
100,0.6000000000000001,1,0.7
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.35
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.4
100,0.6000000000000001,1,0.4
100,0.6000000000000001,1,0.75
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.7
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.7
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.75
100,0.6000000000000001,1,0.4
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.75
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.6
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.85
100,0.6000000000000001,1,0.85
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.3
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.4
100,0.6000000000000001,1,0.7
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.75
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.7
100,0.6000000000000001,1,0.4
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.5
100,0.6000000000000001,1,0.4
100,0.6000000000000001,1,0.45
100,0.6000000000000001,1,0.55
100,0.6000000000000001,1,0.65
100,0.6000000000000001,1,0.3
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.7
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.75
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.7
100,0.7000000000000001,1,0.4
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.75
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.25
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.7
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.35
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.7
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.4
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.3
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.2
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.7
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.2
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.75
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.75
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.7
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.7
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.75
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.45
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.65
100,0.7000000000000001,1,0.5
100,0.7000000000000001,1,0.6
100,0.7000000000000001,1,0.55
100,0.7000000000000001,1,0.25
100,0.7000000000000001,1,0.7
100,0.8,1,0.65
100,0.8,1,0.7
100,0.8,1,0.5
100,0.8,1,0.55
100,0.8,1,0.3
100,0.8,1,0.3
100,0.8,1,0.5
100,0.8,1,0.55
100,0.8,1,0.55
100,0.8,1,0.5
100,0.8,1,0.75
100,0.8,1,0.6
100,0.8,1,0.6
100,0.8,1,0.6
100,0.8,1,0.45
100,0.8,1,0.55
100,0.8,1,0.45
100,0.8,1,0.6
100,0.8,1,0.6
100,0.8,1,0.55
100,0.8,1,0.6
100,0.8,1,0.65
100,0.8,1,0.45
100,0.8,1,0.7
100,0.8,1,0.3
100,0.8,1,0.7
100,0.8,1,0.45
100,0.8,1,0.45
100,0.8,1,0.7
100,0.8,1,0.35
100,0.8,1,0.65
100,0.8,1,0.3
100,0.8,1,0.6
100,0.8,1,0.55
100,0.8,1,0.45
100,0.8,1,0.75
100,0.8,1,0.6
100,0.8,1,0.55
100,0.8,1,0.7
100,0.8,1,0.55
100,0.8,1,0.55
100,0.8,1,0.4
100,0.8,1,0.55
100,0.8,1,0.55
100,0.8,1,0.55
100,0.8,1,0.35
100,0.8,1,0.6
100,0.8,1,0.65
100,0.8,1,0.4
100,0.8,1,0.4
100,0.8,1,0.65
100,0.8,1,0.6
100,0.8,1,0.55
100,0.8,1,0.6
100,0.8,1,0.55
100,0.8,1,0.5
100,0.8,1,0.4
100,0.8,1,0.6
100,0.8,1,0.4
100,0.8,1,0.4
100,0.8,1,0.8
100,0.8,1,0.55
100,0.8,1,0.7
100,0.8,1,0.65
100,0.8,1,0.55
100,0.8,1,0.7
100,0.8,1,0.5
100,0.8,1,0.7
100,0.8,1,0.75
100,0.8,1,0.65
100,0.8,1,0.55
100,0.8,1,0.65
100,0.8,1,0.55
100,0.8,1,0.65
100,0.8,1,0.55
100,0.8,1,0.45
100,0.8,1,0.55
100,0.8,1,0.7
100,0.8,1,0.5
100,0.8,1,0.7
100,0.8,1,0.5
100,0.8,1,0.6
100,0.8,1,0.65
100,0.8,1,0.7
100,0.8,1,0.7
100,0.8,1,0.45
100,0.8,1,0.6
100,0.8,1,0.65
100,0.8,1,0.5
100,0.8,1,0.35
100,0.8,1,0.5
100,0.8,1,0.45
100,0.8,1,0.8
100,0.8,1,0.45
100,0.8,1,0.4
100,0.8,1,0.4
100,0.8,1,0.5
100,0.8,1,0.7
100,0.8,1,0.35
100,0.8,1,0.45
100,0.9,1,0.5
100,0.9,1,0.7
100,0.9,1,0.55
100,0.9,1,0.55
100,0.9,1,0.65
100,0.9,1,0.35
100,0.9,1,0.55
100,0.9,1,0.6
100,0.9,1,0.65
100,0.9,1,0.75
100,0.9,1,0.4
100,0.9,1,0.6
100,0.9,1,0.55
100,0.9,1,0.35
100,0.9,1,0.4
100,0.9,1,0.6
100,0.9,1,0.55
100,0.9,1,0.5
100,0.9,1,0.75
100,0.9,1,0.6
100,0.9,1,0.7
100,0.9,1,0.4
100,0.9,1,0.5
100,0.9,1,0.8
100,0.9,1,0.7
100,0.9,1,0.6
100,0.9,1,0.6
100,0.9,1,0.6
100,0.9,1,0.75
100,0.9,1,0.5
100,0.9,1,0.35
100,0.9,1,0.5
100,0.9,1,0.65
100,0.9,1,0.7
100,0.9,1,0.3
100,0.9,1,0.5
100,0.9,1,0.7
100,0.9,1,0.65
100,0.9,1,0.55
100,0.9,1,0.6
100,0.9,1,0.55
100,0.9,1,0.8
100,0.9,1,0.65
100,0.9,1,0.5
100,0.9,1,0.65
100,0.9,1,0.5
100,0.9,1,0.5
100,0.9,1,0.65
100,0.9,1,0.45
100,0.9,1,0.55
100,0.9,1,0.7
100,0.9,1,0.6
100,0.9,1,0.6
100,0.9,1,0.6
100,0.9,1,0.45
100,0.9,1,0.6
100,0.9,1,0.5
100,0.9,1,0.4
100,0.9,1,0.6
100,0.9,1,0.6
100,0.9,1,0.65
100,0.9,1,0.4
100,0.9,1,0.75
100,0.9,1,0.4
100,0.9,1,0.5
100,0.9,1,0.7
100,0.9,1,0.65
100,0.9,1,0.4
100,0.9,1,0.65
100,0.9,1,0.4
100,0.9,1,0.6
100,0.9,1,0.6
100,0.9,1,0.5
100,0.9,1,0.55
100,0.9,1,0.4
100,0.9,1,0.5
100,0.9,1,0.6
100,0.9,1,0.4
100,0.9,1,0.55
100,0.9,1,0.45
100,0.9,1,0.25
100,0.9,1,0.3
100,0.9,1,0.6
100,0.9,1,0.6
100,0.9,1,0.55
100,0.9,1,0.55
100,0.9,1,0.55
100,0.9,1,0.55
100,0.9,1,0.5
100,0.9,1,0.5
100,0.9,1,0.55
100,0.9,1,0.3
100,0.9,1,0.6
100,0.9,1,0.7
100,0.9,1,0.6
100,0.9,1,0.4
100,0.9,1,0.6
100,0.9,1,0.6
100,0.9,1,0.35
100,0.9,1,0.5
100,0.0,11,0.5
100,0.0,11,0.45
100,0.0,11,0.35
100,0.0,11,0.55
100,0.0,11,0.55
100,0.0,11,0.5
100,0.0,11,0.75
100,0.0,11,0.7
100,0.0,11,0.4
100,0.0,11,0.6
100,0.0,11,0.55
100,0.0,11,0.75
100,0.0,11,0.3
100,0.0,11,0.6
100,0.0,11,0.5
100,0.0,11,0.5
100,0.0,11,0.55
100,0.0,11,0.5
100,0.0,11,0.55
100,0.0,11,0.75
100,0.0,11,0.55
100,0.0,11,0.75
100,0.0,11,0.35
100,0.0,11,0.55
100,0.0,11,0.7
100,0.0,11,0.6
100,0.0,11,0.5
100,0.0,11,0.65
100,0.0,11,0.4
100,0.0,11,0.65
100,0.0,11,0.55
100,0.0,11,0.6
100,0.0,11,0.55
100,0.0,11,0.45
100,0.0,11,0.55
100,0.0,11,0.7
100,0.0,11,0.6
100,0.0,11,0.6
100,0.0,11,0.45
